,loss,accuracy,val_loss,val_accuracy
0,0.5505271553993225,0.7994428873062134,0.29380640387535095,0.855555534362793
1,0.29684755206108093,0.8899721503257751,0.3128679096698761,0.8833333253860474
2,0.23924215137958527,0.9038997292518616,0.3105694353580475,0.8888888955116272
3,0.21247708797454834,0.9247910976409912,0.269957959651947,0.9111111164093018
4,0.21505647897720337,0.9275766015052795,0.3018793761730194,0.8999999761581421
5,0.2235063910484314,0.9247910976409912,0.39483997225761414,0.894444465637207
6,0.21017684042453766,0.9331476092338562,0.4035388231277466,0.8999999761581421
7,0.18513216078281403,0.9428969621658325,0.3816806674003601,0.894444465637207
8,0.19015741348266602,0.9345403909683228,0.3514610826969147,0.894444465637207
9,0.16358351707458496,0.9331476092338562,0.3755239248275757,0.9111111164093018
10,0.166129007935524,0.9470751881599426,0.5580143332481384,0.8611111044883728
11,0.16636474430561066,0.9401113986968994,0.4360463321208954,0.8999999761581421
12,0.1906060129404068,0.9442896842956543,0.39625659584999084,0.9055555462837219
13,0.15448834002017975,0.9470751881599426,0.3283140957355499,0.9166666865348816
14,0.17773766815662384,0.9470751881599426,0.43982598185539246,0.9222221970558167
15,0.21034586429595947,0.9456824660301208,0.43732351064682007,0.9111111164093018
16,0.16587619483470917,0.9470751881599426,0.5701436400413513,0.894444465637207
17,0.14661972224712372,0.956824541091919,0.48710137605667114,0.9055555462837219
18,0.1449936032295227,0.9540389776229858,0.5809226632118225,0.9055555462837219
19,0.1694995015859604,0.9554317593574524,0.5392503142356873,0.9166666865348816
20,0.16355247795581818,0.9512534737586975,0.5291443467140198,0.9111111164093018
21,0.16526882350444794,0.956824541091919,0.5556873083114624,0.9111111164093018
22,0.15777646005153656,0.9484679698944092,0.5975335836410522,0.8999999761581421
23,0.16800497472286224,0.9596100449562073,0.5550901293754578,0.8999999761581421
24,0.1866803765296936,0.956824541091919,0.5046756267547607,0.9166666865348816
25,0.16726164519786835,0.9526462554931641,0.514855682849884,0.9111111164093018
26,0.1358015537261963,0.9540389776229858,0.5932295322418213,0.9166666865348816
27,0.1750393956899643,0.9540389776229858,0.6267569065093994,0.9111111164093018
28,0.18141791224479675,0.9651810526847839,0.5591215491294861,0.9166666865348816
29,0.18052852153778076,0.9526462554931641,0.553247332572937,0.9111111164093018
30,0.14031130075454712,0.9582172632217407,0.6333803534507751,0.9222221970558167
31,0.17814113199710846,0.9540389776229858,0.5160748958587646,0.9166666865348816
32,0.09443934261798859,0.9721448421478271,0.7250298261642456,0.9111111164093018
33,0.12746426463127136,0.9582172632217407,0.6793165802955627,0.8999999761581421
34,0.19112057983875275,0.9721448421478271,0.6862642765045166,0.9055555462837219
35,0.11694014817476273,0.9721448421478271,0.6805498003959656,0.8999999761581421
36,0.15097187459468842,0.9582172632217407,0.6877686381340027,0.9166666865348816
37,0.17618867754936218,0.961002767086029,0.6047293543815613,0.9277777671813965
38,0.1307741403579712,0.961002767086029,0.6706339716911316,0.9055555462837219
39,0.13077521324157715,0.9665738344192505,0.7662489414215088,0.9111111164093018
40,0.1426183432340622,0.961002767086029,0.7979617714881897,0.9166666865348816
41,0.20089827477931976,0.9596100449562073,0.7307534217834473,0.9055555462837219
42,0.13500389456748962,0.9665738344192505,0.6988289952278137,0.9111111164093018
43,0.11844001710414886,0.9721448421478271,0.7310238480567932,0.9111111164093018
44,0.12362436205148697,0.9735376238822937,0.857097864151001,0.9111111164093018
45,0.12978604435920715,0.9693593382835388,0.63011634349823,0.9055555462837219
46,0.103661447763443,0.9721448421478271,0.6603444814682007,0.9111111164093018
47,0.12459492683410645,0.9679665565490723,0.799515962600708,0.894444465637207
48,0.15118813514709473,0.9651810526847839,0.8236110210418701,0.9055555462837219
49,0.17803549766540527,0.9651810526847839,0.7991644740104675,0.9166666865348816
50,0.11013597249984741,0.9693593382835388,0.824716329574585,0.894444465637207
51,0.16125750541687012,0.9637883305549622,0.7929356694221497,0.9166666865348816
52,0.09748183935880661,0.976323127746582,0.8682233095169067,0.9111111164093018
53,0.11805376410484314,0.9749303460121155,0.7731904983520508,0.9166666865348816
54,0.12363611161708832,0.9707520604133606,0.6721023321151733,0.9111111164093018
55,0.11486033350229263,0.9637883305549622,0.9332624673843384,0.9111111164093018
56,0.12703898549079895,0.9721448421478271,0.7022885084152222,0.9166666865348816
57,0.10412165522575378,0.9735376238822937,0.9199650883674622,0.8999999761581421
58,0.14339745044708252,0.9665738344192505,1.0166468620300293,0.9111111164093018
59,0.14270329475402832,0.9693593382835388,1.002662181854248,0.9055555462837219
60,0.12272150814533234,0.9735376238822937,0.7982093691825867,0.9166666865348816
61,0.10261059552431107,0.9735376238822937,0.9222112894058228,0.8999999761581421
62,0.16909059882164001,0.9749303460121155,0.8410969972610474,0.9055555462837219
63,0.13183218240737915,0.9721448421478271,0.7677001357078552,0.9166666865348816
64,0.13467884063720703,0.9721448421478271,0.6317164301872253,0.9111111164093018
65,0.13469724357128143,0.9721448421478271,0.6831403374671936,0.9055555462837219
66,0.16500888764858246,0.976323127746582,0.6911036968231201,0.9111111164093018
67,0.16138441860675812,0.9735376238822937,0.9502609372138977,0.9055555462837219
68,0.20426172018051147,0.9679665565490723,0.9385144710540771,0.9166666865348816
69,0.17464542388916016,0.9665738344192505,0.7665830254554749,0.8999999761581421
70,0.10430607199668884,0.9735376238822937,0.9046856164932251,0.9222221970558167
71,0.10192789137363434,0.9721448421478271,0.6446698307991028,0.9333333373069763
72,0.11532610654830933,0.9707520604133606,0.8095881938934326,0.9166666865348816
73,0.10543200373649597,0.9805014133453369,0.7865907549858093,0.9166666865348816
74,0.07874920964241028,0.984679639339447,0.5950289964675903,0.9166666865348816
75,0.06474845111370087,0.9832869172096252,0.8119888305664062,0.9277777671813965
76,0.10233626514673233,0.9791086316108704,0.9364254474639893,0.9222221970558167
77,0.09058275818824768,0.9791086316108704,0.8131298422813416,0.9222221970558167
78,0.07810471206903458,0.9818941354751587,0.817104160785675,0.9222221970558167
79,0.10948915034532547,0.9735376238822937,0.9209233522415161,0.9111111164093018
80,0.0684131383895874,0.9777158498764038,0.8562458753585815,0.9111111164093018
81,0.13486172258853912,0.9749303460121155,1.0141111612319946,0.9111111164093018
82,0.10810679197311401,0.9805014133453369,0.7689564824104309,0.9166666865348816
83,0.09068439900875092,0.9749303460121155,1.087478518486023,0.9166666865348816
84,0.07493210583925247,0.9791086316108704,0.9348412156105042,0.9111111164093018
85,0.1485004425048828,0.9735376238822937,0.9547865986824036,0.9055555462837219
86,0.12673325836658478,0.9818941354751587,1.0998841524124146,0.9222221970558167
87,0.1254119873046875,0.976323127746582,0.9245879054069519,0.9166666865348816
88,0.1181296780705452,0.9735376238822937,0.8543957471847534,0.9111111164093018
89,0.09054218977689743,0.9818941354751587,0.9019303917884827,0.9055555462837219
90,0.12468275427818298,0.9735376238822937,0.7629129886627197,0.9222221970558167
91,0.12964898347854614,0.9791086316108704,0.9528800249099731,0.9111111164093018
92,0.14496439695358276,0.9707520604133606,1.0073355436325073,0.9111111164093018
93,0.09393297880887985,0.9791086316108704,1.0584067106246948,0.9222221970558167
94,0.05266176164150238,0.9818941354751587,0.9792994260787964,0.9166666865348816
95,0.1083938479423523,0.9818941354751587,1.258182406425476,0.9111111164093018
96,0.1213640421628952,0.9721448421478271,1.0015316009521484,0.9111111164093018
97,0.052896950393915176,0.984679639339447,0.9798403978347778,0.9166666865348816
98,0.12782379984855652,0.9777158498764038,1.0183846950531006,0.9222221970558167
99,0.10955608636140823,0.976323127746582,1.1211987733840942,0.9055555462837219
100,0.084894560277462,0.9777158498764038,0.8680510520935059,0.9166666865348816
101,0.09081488102674484,0.9805014133453369,1.1638209819793701,0.9166666865348816
102,0.22416652739048004,0.9791086316108704,1.0003091096878052,0.9222221970558167
103,0.08917172253131866,0.9749303460121155,1.1775904893875122,0.9111111164093018
104,0.18242387473583221,0.9707520604133606,1.1301853656768799,0.9222221970558167
105,0.12265374511480331,0.976323127746582,0.8962365984916687,0.9111111164093018
106,0.10371769964694977,0.9791086316108704,1.075978398323059,0.9111111164093018
107,0.08300261944532394,0.9832869172096252,0.9411180019378662,0.9222221970558167
108,0.07889348268508911,0.9818941354751587,1.3733985424041748,0.9111111164093018
109,0.08585990220308304,0.9832869172096252,1.2627770900726318,0.9222221970558167
110,0.10337650775909424,0.9791086316108704,1.168074369430542,0.9166666865348816
111,0.1496841162443161,0.9777158498764038,1.2434767484664917,0.9222221970558167
112,0.06714320182800293,0.9860724210739136,1.257750153541565,0.9055555462837219
113,0.0729900673031807,0.9805014133453369,1.2277299165725708,0.9111111164093018
114,0.08575402200222015,0.9860724210739136,1.104321002960205,0.9166666865348816
115,0.09491492807865143,0.984679639339447,1.3047016859054565,0.9277777671813965
116,0.17763027548789978,0.9791086316108704,1.23612642288208,0.9111111164093018
117,0.09671319276094437,0.9791086316108704,1.1810506582260132,0.9222221970558167
118,0.06329616904258728,0.9832869172096252,1.1217892169952393,0.9277777671813965
119,0.12829391658306122,0.9805014133453369,1.0803186893463135,0.894444465637207
120,0.10231176763772964,0.9791086316108704,1.0547451972961426,0.9055555462837219
121,0.07952556759119034,0.984679639339447,1.2090531587600708,0.9111111164093018
122,0.16401457786560059,0.9735376238822937,1.4011257886886597,0.9111111164093018
123,0.12493353337049484,0.9832869172096252,0.9198015928268433,0.9222221970558167
124,0.1684940904378891,0.9777158498764038,1.0869940519332886,0.8999999761581421
125,0.2998337745666504,0.9749303460121155,1.2139002084732056,0.894444465637207
126,0.11460540443658829,0.976323127746582,0.9088801145553589,0.8999999761581421
127,0.07466957718133926,0.9874652028083801,1.3338536024093628,0.9222221970558167
128,0.1508982628583908,0.9791086316108704,1.4548836946487427,0.8888888955116272
129,0.12486957013607025,0.9818941354751587,1.371263027191162,0.9055555462837219
